Sigla;Código;Município;Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (2000);Anos de estudo - média - pessoas 25 anos e mais (2000)
RS;4312807;Nova Araçá;2.8;;4.2;;5;5.04;;6.103
RS;4312906;Nova Bassano;2.8;;4;;4.9;4.845;;5.789
RS;4312955;Nova Boa Vista;;;;;;4.492;;5.249
RS;4313003;Nova Bréscia;2.3;;3.3;;3.9;4.062;;4.892
RS;4313011;Nova Candelária;;;;;;4.165;;4.626
RS;4313037;Nova Esperança do Sul;;;;;4.1;4.105;;4.885
RS;4313060;Nova Hartz;;;;;4.1;4.13;;4.952
RS;4313086;Nova Pádua;;;;;;4.699;;5.462
RS;4313102;Nova Palma;2.5;;3.3;;4.3;4.466;;5.621
RS;4313201;Nova Petrópolis;3.3;;4.3;;5.1;5.238;;6.262
RS;4313300;Nova Prata;2.9;;3.9;;5.6;5.598;;6.621
RS;4313334;Nova Ramada;;;;;;3.683;;4.564
RS;4313359;Nova Roma do Sul;;;;;4.3;4.3;;5.254
RS;4313375;Nova Santa Rita;;;;;;4.036;;5.553
RS;4313391;Novo Cabrais;;;;;;3.527;;4.059
RS;4313409;Novo Hamburgo;3.6;;4.5;;5.6;5.542;;6.496
RS;4313425;Novo Machado;;;;;;3.868;;4.552
RS;4313441;Novo Tiradentes;;;;;;3.324;;4.252
RS;4313466;Novo Xingu;;;;;;;;
RS;4313490;Novo Barreiro;;;;;;3.425;;4.229
RS;4313508;Osório;2.1;;3.3;;5.2;5.513;;6.354
RS;4313607;Paim Filho;2;;3.1;;4.4;4.272;;4.801
RS;4313656;Palmares do Sul;;;;;4;4.107;;5.066
RS;4313706;Palmeira das Missões;2;;3;;4.2;4.634;;5.576
RS;4313805;Palmitinho;1.7;;2.5;;3.7;4.023;;5.071
RS;4313904;Panambi;3.5;;4.3;;5.2;5.171;;6.269
RS;4313953;Pantano Grande;;;;;3.7;3.641;;4.487
RS;4314001;Paraí;2.8;;3.8;;5;5.081;;5.934
RS;4314027;Paraíso do Sul;;;;;3.6;3.571;;4.401
RS;4314035;Pareci Novo;;;;;;4.649;;5.399
RS;4314050;Parobé;;;;;4.1;4.112;;5.262
RS;4314068;Passa Sete;;;;;;3.072;;3.592
RS;4314076;Passo do Sobrado;;;;;;3.888;;4.564
RS;4314100;Passo Fundo;3.5;;4.8;;6.4;6.513;;7.444
RS;4314134;Paulo Bento;;;;;;;;
RS;4314159;Paverama;;;;;3.7;3.783;;4.482
RS;4314175;Pedras Altas;;;;;;;;
RS;4314209;Pedro Osório;1.8;;2.6;;3.9;4.322;;4.851
RS;4314308;Pejuçara;2.6;;3.9;;4.7;4.688;;5.579
RS;4314407;Pelotas;3.3;;4.4;;5.8;5.798;;6.704
RS;4314423;Picada Café;;;;;;4.699;;5.402
RS;4314456;Pinhal;;;;;3.8;3.843;;5.141
RS;4314464;Pinhal da Serra;;;;;;;;
RS;4314472;Pinhal Grande;;;;;;3.799;;4.633
RS;4314498;Pinheirinho do Vale;;;;;;3.216;;4.083
RS;4314506;Pinheiro Machado;1.9;;2.8;;4.2;4.026;;4.873
RS;4314548;Pinto Bandeira;;;;;;;;
RS;4314555;Pirapó;;;;;3.1;3.311;;4.141
RS;4314605;Piratini;1.4;;2.4;;3.2;3.171;;4.168
RS;4314704;Planalto;2;;2.9;;3.8;3.953;;4.705
RS;4314753;Poço das Antas;;;;;4.7;4.342;;5.197
RS;4314779;Pontão;;;;;;3.551;;4.546
RS;4314787;Ponte Preta;;;;;;3.778;;4.337
RS;4314803;Portão;2.5;;3.5;;4.3;4.288;;5.44
RS;4314902;Porto Alegre;5.2;;6.7;;8.1;8.108;;8.964
RS;4315008;Porto Lucena;2.4;;3;;4.1;4.16;;4.796
RS;4315057;Porto Mauá;;;;;;4.347;;4.835
RS;4315073;Porto Vera Cruz;;;;;;3.767;;4.343
RS;4315107;Porto Xavier;1.6;;2.7;;3.7;3.717;;4.687
RS;4315131;Pouso Novo;;;;;3.7;3.561;;3.95
RS;4315149;Presidente Lucena;;;;;;4.182;;5.045
RS;4315156;Progresso;;;;;3.5;3.454;;4.077
RS;4315172;Protásio Alves;;;;;3.9;3.809;;4.685
RS;4315206;Putinga;2.5;;3.2;;3.6;3.684;;4.38
RS;4315305;Quaraí;3;;3.7;;4.9;4.942;;6.351
RS;4315313;Quatro Irmãos;;;;;;;;
RS;4315321;Quevedos;;;;;;3.386;;4.308
RS;4315354;Quinze de Novembro;;;;;4.4;4.6;;5.361
RS;4315404;Redentora;1.6;;2.3;;3.2;3.237;;3.995
RS;4315453;Relvado;;;;;3.7;3.786;;4.358
RS;4315503;Restinga Seca;2.5;;3.3;;4.1;4.081;;5.101
RS;4315552;Rio dos Índios;;;;;;2.841;;3.649
RS;4315602;Rio Grande;3.3;;4.2;;5.3;5.333;;6.283
RS;4315701;Rio Pardo;2.3;;3.2;;4.4;4.529;;5.33
RS;4315750;Riozinho;;;;;3.8;3.456;;4.06
RS;4315800;Roca Sales;3.2;;3.9;;4.6;4.625;;5.314
RS;4315909;Rodeio Bonito;1.7;;2.6;;3.7;4.225;;5.414
RS;4315958;Rolador;;;;;;;;
RS;4316006;Rolante;2.3;;3;;4;3.879;;4.921
RS;4316105;Ronda Alta;1.8;;3;;4.1;4.189;;5.141
RS;4316204;Rondinha;2.2;;3.2;;4.3;4.365;;5.172
RS;4316303;Roque Gonzales;2.2;;3.1;;4.2;4.183;;4.705
RS;4316402;Rosário do Sul;2.9;;3.5;;4.6;4.574;;5.657
RS;4316428;Sagrada Família;;;;;;3.092;;4.045
RS;4316436;Saldanha Marinho;;;;;4.3;4.479;;5.29
RS;4316451;Salto do Jacuí;;;;;4.1;4.108;;4.895
RS;4316477;Salvador das Missões;;;;;;5.14;;5.773
RS;4316501;Salvador do Sul;3;;3.8;;4.8;4.711;;5.466
RS;4316600;Sananduva;2.2;;3.4;;4.6;4.651;;5.244
RS;4316709;Santa Bárbara do Sul;2.8;;3.4;;5;4.918;;5.773
RS;4316733;Santa Cecília do Sul;;;;;;;;
RS;4316758;Santa Clara do Sul;;;;;;4.504;;5.402
RS;4316808;Santa Cruz do Sul;3.2;;4.1;;5.3;5.764;;6.823
RS;4316907;Santa Maria;3.8;;5.1;;6.7;6.865;;7.765
RS;4316956;Santa Maria do Herval;;;;;4.4;4.289;;4.878
RS;4316972;Santa Margarida do Sul;;;;;;;;
RS;4317004;Santana da Boa Vista;1.5;;1.9;;3.2;3.225;;4.092
RS;4317103;Santana do Livramento;3.4;;4.4;;5.9;5.921;;6.844
RS;4317202;Santa Rosa;3.4;;4.4;;5.8;5.837;;6.504
RS;4317251;Santa Tereza;;;;;;4.031;;4.824
RS;4317301;Santa Vitória do Palmar;2.5;;3.4;;4.8;4.698;;5.701
RS;4317400;Santiago;2.9;;3.9;;5.1;5.186;;6.247
RS;4317509;Santo Ângelo;2.9;;4.1;;5.8;5.943;;6.83
RS;4317558;Santo Antônio do Palma;;;;;;3.661;;4.64
RS;4317608;Santo Antônio da Patrulha;1.7;;2.6;;3.8;4.056;;4.884
RS;4317707;Santo Antônio das Missões;2;;2.5;;3.8;3.833;;4.692
RS;4317756;Santo Antônio do Planalto;;;;;;3.871;;5.076
RS;4317806;Santo Augusto;1.9;;3.2;;4.4;4.574;;5.466
RS;4317905;Santo Cristo;3.6;;4.1;;5;5.024;;5.687
RS;4317954;Santo Expedito do Sul;;;;;;3.491;;4.64
RS;4318002;São Borja;2.6;;3.7;;5;5.121;;5.891
RS;4318051;São Domingos do Sul;;;;;4.8;4.596;;5.542
RS;4318101;São Francisco de Assis;2.1;;2.9;;3.9;3.863;;4.615
RS;4318200;São Francisco de Paula;2.4;;3.6;;4.4;4.387;;5.221
RS;4318309;São Gabriel;2.5;;3.5;;4.7;4.715;;5.68
RS;4318408;São Jerônimo;2.2;;3.3;;4.1;4.446;;5.68
RS;4318424;São João da Urtiga;;;;;3.6;3.807;;4.393
RS;4318432;São João do Polêsine;;;;;;4.913;;5.72
RS;4318440;São Jorge;;;;;4.2;4.419;;5.254
RS;4318457;São José das Missões;;;;;;3.128;;4.121
RS;4318465;São José do Herval;;;;;3.2;3.129;;3.744
RS;4318481;São José do Hortêncio;;;;;4.2;4.505;;5.138
RS;4318499;São José do Inhacorá;;;;;;4.229;;4.757
RS;4318507;São José do Norte;1.6;;2;;2.8;2.844;;3.463
RS;4318606;São José do Ouro;1.7;;3.1;;4.3;4.631;;5.654
RS;4318614;São José do Sul;;;;;;;;
RS;4318622;São José dos Ausentes;;;;;;3.71;;4.793
RS;4318705;São Leopoldo;3.8;;5;;5.9;5.964;;6.88
RS;4318804;São Lourenço do Sul;2.6;;3.2;;4;4.046;;5.062
RS;4318903;São Luiz Gonzaga;2.4;;3.6;;4.8;4.85;;5.474
RS;4319000;São Marcos;2.8;;3.7;;4.9;4.848;;5.508
RS;4319109;São Martinho;2.6;;3.4;;4.6;4.667;;5.321
RS;4319125;São Martinho da Serra;;;;;;3.217;;4.146
RS;4319158;São Miguel das Missões;;;;;3.4;3.359;;4.489
RS;4319208;São Nicolau;1.6;;2.3;;3.1;3.152;;3.831
RS;4319307;São Paulo das Missões;2.8;;3.5;;4.5;4.541;;4.876
RS;4319356;São Pedro da Serra;;;;;;5.141;;5.452
RS;4319364;São Pedro das Missões;;;;;;;;
RS;4319372;São Pedro do Butiá;;;;;;5.064;;5.696
RS;4319406;São Pedro do Sul;2.3;;3.2;;4.2;4.382;;5.385
RS;4319505;São Sebastião do Caí;3.2;;3.9;;5.1;5.185;;6.074
RS;4319604;São Sepé;2.4;;3.2;;4.5;4.659;;5.45
RS;4319703;São Valentim;2.4;;2.7;;3.8;4.08;;4.494
RS;4319711;São Valentim do Sul;;;;;;3.946;;4.892
RS;4319737;São Valério do Sul;;;;;;3.265;;4.224
RS;4319752;São Vendelino;;;;;5.1;4.918;;5.684
RS;4319802;São Vicente do Sul;2.6;;3.3;;4.1;4.227;;5.467
RS;4319901;Sapiranga;3.2;;3.6;;4.5;4.56;;5.431
RS;4320008;Sapucaia do Sul;2.7;;3.7;;4.9;4.896;;6.087
RS;4320107;Sarandi;2.8;;3.8;;4.6;4.867;;6.088
RS;4320206;Seberi;2.1;;3;;4.2;4.23;;4.765
RS;4320230;Sede Nova;;;;;4.3;4.214;;4.559
RS;4320263;Segredo;;;;;3.4;3.331;;4.058
RS;4320305;Selbach;3.7;;4.4;;5.6;5.492;;6.104
RS;4320321;Senador Salgado Filho;;;;;;3.637;;4.732
RS;4320354;Sentinela do Sul;;;;;;3.296;;4.422
RS;4320404;Serafina Corrêa;3.1;;3.5;;5;4.922;;5.857
RS;4320453;Sério;;;;;;3.371;;3.754
RS;4320503;Sertão;2.6;;3.6;;4.7;4.728;;5.603
RS;4320552;Sertão Santana;;;;;;3.892;;4.441
RS;4320578;Sete de Setembro;;;;;;3.798;;4.34
RS;4320602;Severiano de Almeida;2;;3.2;;4;4.171;;5.074
RS;4320651;Silveira Martins;;;;;4.3;4.086;;5.208
RS;4320677;Sinimbu;;;;;;3.533;;4.19
RS;4320701;Sobradinho;2;;3.1;;4.3;4.676;;5.431
RS;4320800;Soledade;1.9;;3;;4.8;5.035;;5.685
RS;4320859;Tabaí;;;;;;3.239;;4.336
RS;4320909;Tapejara;2.2;;3.1;;4.3;4.671;;5.597
RS;4321006;Tapera;3.4;;4.3;;5.3;5.346;;6.049
RS;4321105;Tapes;1.9;;2.8;;4.4;4.869;;5.57
RS;4321204;Taquara;3.1;;3.8;;5;4.96;;5.957
RS;4321303;Taquari;2.8;;3.6;;4.6;4.763;;5.729
RS;4321329;Taquaruçu do Sul;;;;;4.1;4.18;;5.08
RS;4321352;Tavares;;;;;3;3.002;;3.795
RS;4321402;Tenente Portela;2.3;;3.3;;4.1;4.397;;5.357
RS;4321436;Terra de Areia;;;;;3.8;3.804;;4.63
RS;4321451;Teutônia;;;;;5.1;5.169;;5.88
RS;4321469;Tio Hugo;;;;;;;;
RS;4321477;Tiradentes do Sul;;;;;;3.396;;4.088
RS;4321493;Toropi;;;;;;3.513;;4.167
RS;4321501;Torres;1.8;;2.8;;4.5;5.191;;6.254
RS;4321600;Tramandaí;2.3;;3.7;;4.9;4.92;;6.222
RS;4321626;Travesseiro;;;;;;3.988;;4.683
RS;4321634;Três Arroios;;;;;4.1;4.102;;4.774
RS;4321667;Três Cachoeiras;;;;;4.2;4.137;;4.959
RS;4321709;Três Coroas;2.6;;3.4;;4.4;4.373;;5.379
RS;4321808;Três de Maio;2.8;;3.8;;5;5.046;;5.792
RS;4321832;Três Forquilhas;;;;;;3.033;;3.708
RS;4321857;Três Palmeiras;;;;;3.6;3.519;;4.419
RS;4321907;Três Passos;2.6;;3.4;;4.5;5.091;;6.12
RS;4321956;Trindade do Sul;;;;;3.4;3.412;;4.232
RS;4322004;Triunfo;2.3;;3;;3.9;3.929;;5.273
RS;4322103;Tucunduva;2.8;;3.7;;4.7;5.294;;5.873
RS;4322152;Tunas;;;;;2.7;2.838;;4.543
RS;4322186;Tupanci do Sul;;;;;;3.623;;4.616
RS;4322202;Tupanciretã;2.6;;3.6;;4.5;4.806;;5.621
RS;4322251;Tupandi;;;;;4.1;4.336;;5.444
RS;4322301;Tuparendi;2.7;;3.5;;4.6;4.617;;5.444
RS;4322327;Turuçu;;;;;;3.27;;4.018
RS;4322343;Ubiretama;;;;;;4.098;;4.459
RS;4322350;União da Serra;;;;;;3.605;;4.592
RS;4322376;Unistalda;;;;;;3.15;;3.973
RS;4322400;Uruguaiana;3.5;;4.5;;6.1;6.131;;6.778
RS;4322509;Vacaria;2.7;;3.7;;5.1;5.352;;6.203
RS;4322525;Vale Verde;;;;;;3.224;;3.925
RS;4322533;Vale do Sol;;;;;;3.571;;4.221
RS;4322541;Vale Real;;;;;;4.377;;5.218
RS;4322558;Vanini;;;;;4.5;4.187;;5.385
RS;4322608;Venâncio Aires;2.8;;3.8;;4.8;4.798;;5.623
RS;4322707;Vera Cruz;3.2;;3.6;;4.4;4.382;;5.274
RS;4322806;Veranópolis;2.9;;4;;5.6;5.565;;6.31
RS;4322855;Vespasiano Correa;;;;;;3.638;;4.465
RS;4322905;Viadutos;2.5;;3.3;;4;4.11;;4.774
RS;4323002;Viamão;2.6;;3.6;;4.9;4.973;;6.189
RS;4323101;Vicente Dutra;1.9;;2.2;;3.3;3.32;;4.014
RS;4323200;Victor Graeff;3;;3.7;;4.9;4.901;;5.686
RS;4323309;Vila Flores;;;;;4.9;4.611;;5.306
RS;4323358;Vila Lângaro;;;;;;3.624;;4.481
RS;4323408;Vila Maria;;;;;4.1;4.074;;4.859
RS;4323457;Vila Nova do Sul;;;;;;3.511;;4.561
RS;4323507;Vista Alegre;;;;;4.4;4.106;;5.282
RS;4323606;Vista Alegre do Prata;;;;;3.8;4.07;;4.928
RS;4323705;Vista Gaúcha;;;;;4.2;4.029;;4.789
RS;4323754;Vitória das Missões;;;;;;3.269;;4.099
RS;4323770;Westfalia;;;;;;;;
RS;4323804;Xangri-lá;;;;;;4.371;;5.873
RS;4399919;Santa Cristina do Pinhal;;;;;;;;
RS;4399929;Santa Izabel;;;;;;;;
SC;4200051;Abdon Batista;;;;;3.3;3.513;;4.552
SC;4200101;Abelardo Luz;1.7;;2.7;;3.9;4.08;;4.604
SC;4200200;Agrolândia;2.7;;3.1;;4;3.977;;4.732
SC;4200309;Agronômica;2;;2.9;;4.1;3.952;;4.514
SC;4200408;Água Doce;2.1;;2.9;;4.3;4.287;;5.092
SC;4200507;Águas de Chapecó;2;;2.7;;3.8;3.874;;4.344
SC;4200556;Águas Frias;;;;;;3.658;;4.483
SC;4200606;Águas Mornas;2;;2.5;;3.6;3.665;;4.368
SC;4200705;Alfredo Wagner;1.4;;2.6;;3.6;3.608;;4.051
SC;4200754;Alto Bela Vista;;;;;;3.9;;4.75
SC;4200804;Anchieta;1.4;;2.9;;4;3.994;;4.5
SC;4200903;Angelina;2;;2.8;;3.6;3.452;;3.843
SC;4201000;Anita Garibaldi;1.6;;2.5;;3.3;3.366;;4.217
SC;4201109;Anitápolis;1.8;;2.7;;3.4;3.54;;3.923
SC;4201208;Antônio Carlos;2;;3;;4;3.958;;4.872
SC;4201257;Apiúna;;;;;3.7;3.691;;4.599
SC;4201273;Arabutã;;;;;;3.929;;4.589
SC;4201307;Araquari;1.9;;2.6;;4;3.839;;4.795
SC;4201406;Araranguá;2.2;;3.5;;4.9;4.925;;5.786
SC;4201505;Armazém;2.1;;2.9;;4.2;4.282;;5.123
SC;4201604;Arroio Trinta;1.5;;2.9;;4.3;4.297;;5.26
SC;4201653;Arvoredo;;;;;;3.325;;3.554
SC;4201703;Ascurra;2.5;;3.8;;4.5;4.483;;5.314
SC;4201802;Atalanta;2.4;;2.9;;4.5;4.262;;4.878
SC;4201901;Aurora;2.4;;3;;3.9;3.931;;4.378
SC;4201950;Balneário Arroio do Silva;;;;;;4.464;;5.882
SC;4202008;Balneário Camboriú;3.1;;5;;6.8;6.696;;8.577
SC;4202057;Balneário Barra do Sul;;;;;;4.19;;5.458
SC;4202073;Balneário Gaivota;;;;;;4.017;;5.902
SC;4202081;Bandeirante;;;;;;3.339;;3.846
SC;4202099;Barra Bonita;;;;;;3.444;;3.77
SC;4202107;Barra Velha;1.8;;2.8;;4.3;4.617;;5.483
SC;4202131;Bela Vista do Toldo;;;;;;3.211;;4.076
SC;4202156;Belmonte;;;;;;3.533;;4.031
SC;4202206;Benedito Novo;2.7;;3.4;;4.3;4.284;;4.884
SC;4202305;Biguaçu;2.1;;3.3;;4.9;4.956;;5.902
SC;4202404;Blumenau;3.9;;4.9;;6.2;6.252;;7.129
SC;4202438;Bocaina do Sul;;;;;;3.238;;3.976
SC;4202453;Bombinhas;;;;;;4.394;;6.008
SC;4202503;Bom Jardim da Serra;2.1;;3.1;;4.2;4.138;;4.97
SC;4202537;Bom Jesus;;;;;;3.548;;4.158
SC;4202578;Bom Jesus do Oeste;;;;;;3.788;;4.148
SC;4202602;Bom Retiro;2.1;;3.3;;4.1;4.134;;4.815
SC;4202701;Botuverá;2.1;;2.9;;3.6;3.606;;4.474
SC;4202800;Braço do Norte;2.7;;4.2;;5.3;5.218;;5.867
SC;4202859;Braço do Trombudo;;;;;;3.815;;4.601
SC;4202875;Brunópolis;;;;;;2.619;;3.686
SC;4202909;Brusque;3.4;;4.6;;5.7;5.645;;6.579
SC;4203006;Caçador;2.9;;3.7;;4.9;4.929;;5.56
SC;4203105;Caibi;2.4;;3.3;;4.3;4.252;;4.825
SC;4203154;Calmon;;;;;;3.117;;3.67
SC;4203204;Camboriú;2;;2.8;;4;4.064;;5.083
SC;4203253;Capão Alto;;;;;;2.822;;4.079
SC;4203303;Campo Alegre;2.7;;3.8;;4.1;4.119;;4.725
SC;4203402;Campo Belo do Sul;1.3;;1.9;;2.7;3.032;;3.806
SC;4203501;Campo Erê;1.5;;2.5;;3.7;4.081;;4.387
SC;4203600;Campos Novos;2;;3.1;;4;4.323;;5.5
SC;4203709;Canelinha;1.9;;2.8;;3.8;3.783;;4.732
SC;4203808;Canoinhas;2.7;;3.7;;5;5.141;;6.032
SC;4203907;Capinzal;2.7;;3.6;;4.7;4.461;;5.161
SC;4203956;Capivari de Baixo;;;;;;5.094;;6.272
SC;4204004;Catanduvas;2;;3.2;;4.3;4.43;;5.265
SC;4204103;Caxambu do Sul;1.8;;2.9;;3.9;3.912;;4.279
SC;4204152;Celso Ramos;;;;;3.9;3.832;;4.6
SC;4204178;Cerro Negro;;;;;;2.329;;3.327
SC;4204194;Chapadão do Lageado;;;;;;3.234;;3.873
SC;4204202;Chapecó;2.4;;3.6;;5.2;5.442;;6.435
SC;4204251;Cocal do Sul;;;;;;5.166;;6.112
SC;4204301;Concórdia;2.6;;3.7;;5;5.134;;5.972
SC;4204350;Cordilheira Alta;;;;;;3.923;;4.709
SC;4204400;Coronel Freitas;1.8;;2.7;;4;3.916;;4.53
SC;4204459;Coronel Martins;;;;;;3.256;;4.111
SC;4204509;Corupá;2.8;;3.6;;4.5;4.515;;5.497
SC;4204558;Correia Pinto;;;;;4;3.955;;5.029
SC;4204608;Criciúma;2.6;;4.3;;6;5.978;;6.745
SC;4204707;Cunha Porã;2.3;;3.4;;4.5;4.535;;4.994
SC;4204756;Cunhataí;;;;;;4.282;;4.66
SC;4204806;Curitibanos;2.5;;3.3;;4.6;4.905;;5.607
SC;4204905;Descanso;2.1;;3.2;;4.1;4.322;;4.611
SC;4205001;Dionísio Cerqueira;1.8;;2.8;;3.7;3.719;;4.791
SC;4205100;Dona Emma;2.1;;2.9;;3.4;3.687;;4.769
SC;4205159;Doutor Pedrinho;;;;;4.4;4.395;;5.061
SC;4205175;Entre Rios;;;;;;2.515;;3.244
SC;4205191;Ermo;;;;;;3.513;;4.524
SC;4205209;Erval Velho;1.9;;2.9;;3.9;3.93;;4.952
SC;4205308;Faxinal dos Guedes;1.9;;2.5;;4.1;4.087;;5.023
SC;4205357;Flor do Sertão;;;;;;3.256;;3.602
SC;4205407;Florianópolis;4.4;;6.8;;8.6;8.552;;9.262
SC;4205431;Formosa do Sul;;;;;;3.536;;4.332
SC;4205456;Forquilhinha;;;;;4.1;4.108;;5.163
SC;4205506;Fraiburgo;1.8;;3.2;;4.7;4.67;;5.405
SC;4205555;Frei Rogério;;;;;;3.761;;4.69
SC;4205605;Galvão;1.7;;2.4;;3.6;3.716;;4.567
SC;4205704;Garopaba;1;;2.2;;3.4;3.496;;5.24
SC;4205803;Garuva;1.4;;2.7;;4.1;4.071;;4.605
SC;4205902;Gaspar;2.9;;3.7;;5.2;5.182;;6.024
SC;4206009;Governador Celso Ramos;1.7;;2.6;;4;3.937;;5.072
SC;4206108;Grão Pará;2.2;;3.4;;4.3;4.205;;4.916
SC;4206207;Gravatal;1.7;;2.8;;4.2;4.305;;5.25
SC;4206306;Guabiruba;3.1;;3.8;;4.5;4.543;;5.369
SC;4206405;Guaraciaba;2.4;;3.2;;4.3;4.338;;4.946
SC;4206504;Guaramirim;2.7;;3.6;;4.6;4.594;;5.922
SC;4206603;Guarujá do Sul;3.2;;3.7;;4.4;4.498;;5.045
SC;4206652;Guatambú;;;;;;3.479;;4.313
SC;4206702;Herval d'Oeste;2.5;;3.6;;4.9;4.856;;5.678
SC;4206751;Ibiam;;;;;;3.734;;4.593
SC;4206801;Ibicaré;2.4;;3;;4;3.991;;4.902
SC;4206900;Ibirama;2.4;;3.2;;4.5;4.559;;5.236
SC;4207007;Içara;2;;3;;4.4;4.376;;5.243
SC;4207106;Ilhota;2.3;;3.1;;4;4.137;;5.012
SC;4207205;Imaruí;1.5;;2.3;;3.4;3.346;;4.146
SC;4207304;Imbituba;2;;3.4;;5;4.999;;6.02
SC;4207403;Imbuia;1.7;;2.9;;3.9;3.761;;4.365
SC;4207502;Indaial;2.7;;3.6;;4.9;4.851;;5.757
SC;4207577;Iomerê;;;;;;4.263;;5.658
SC;4207601;Ipira;2.4;;3.2;;4.2;4.214;;5.429
SC;4207650;Iporã do Oeste;;;;;5;4.797;;5.243
SC;4207684;Ipuaçu;;;;;;3.159;;4.023
SC;4207700;Ipumirim;2.2;;3.3;;3.9;3.95;;4.805
SC;4207759;Iraceminha;;;;;4;3.959;;4.363
SC;4207809;Irani;2.1;;2.8;;3.6;3.721;;4.521
SC;4207858;Irati;;;;;;3.438;;4.084
SC;4207908;Irineópolis;2.2;;2.7;;3.7;3.677;;4.56
SC;4208005;Itá;2.3;;3;;4.2;4.341;;5.322
SC;4208104;Itaiópolis;2.1;;2.8;;3.7;3.876;;4.665
SC;4208203;Itajaí;3.3;;4.4;;6;5.981;;6.744
SC;4208302;Itapema;1.7;;3.2;;4.8;4.825;;6.543
SC;4208401;Itapiranga;3.7;;4.2;;5.3;5.408;;5.882
SC;4208450;Itapoá;;;;;4.7;4.616;;6.097
SC;4208500;Ituporanga;2.4;;3.2;;4.2;4.342;;5.269
SC;4208609;Jaborá;2.3;;3.2;;3.9;3.891;;4.806
SC;4208708;Jacinto Machado;1.5;;2.5;;3.5;3.485;;4.293
SC;4208807;Jaguaruna;1.8;;2.7;;3.9;3.946;;4.803
SC;4208906;Jaraguá do Sul;3.2;;4.3;;5.7;5.7;;6.892
SC;4208955;Jardinópolis;;;;;;3.876;;4.476
SC;4209003;Joaçaba;3.7;;4.9;;6.3;6.602;;7.197
SC;4209102;Joinville;3.7;;4.6;;6;5.957;;7.182
SC;4209151;José Boiteux;;;;;3.3;3.451;;4.063
SC;4209177;Jupiá;;;;;;3.237;;3.9
SC;4209201;Lacerdópolis;2.5;;3.1;;4.4;4.57;;5.378
SC;4209300;Lages;2.7;;3.9;;5.3;5.458;;6.63
SC;4209409;Laguna;2.3;;3.2;;4.8;4.88;;5.835
SC;4209458;Lajeado Grande;;;;;;3.977;;4.739
SC;4209508;Laurentino;2.7;;3.4;;4.6;4.401;;5.429
SC;4209607;Lauro Muller;2.1;;3.3;;4.3;4.341;;5.222
SC;4209706;Lebon Régis;1.6;;2.7;;3.3;3.384;;4.124
SC;4209805;Leoberto Leal;1.9;;2.4;;3.6;3.597;;4.073
SC;4209854;Lindóia do Sul;;;;;3.7;3.715;;4.59
SC;4209904;Lontras;2.4;;3.2;;3.8;3.821;;4.67
SC;4210001;Luiz Alves;2.3;;3.1;;4.3;4.228;;4.993
SC;4210035;Luzerna;;;;;;5.219;;5.962
SC;4210050;Macieira;;;;;;3.145;;3.81
SC;4210100;Mafra;2.8;;3.8;;5;5.008;;5.988
SC;4210209;Major Gercino;2;;2.6;;3.4;3.564;;4.102
SC;4210308;Major Vieira;1.4;;2.5;;3.5;3.754;;4.45
SC;4210407;Maracajá;1.6;;2.9;;3.9;3.962;;4.813
SC;4210506;Maravilha;2.4;;3.4;;4.5;4.908;;5.745
SC;4210555;Marema;;;;;3.4;3.881;;4.431
SC;4210605;Massaranduba;2.8;;3.2;;4;4.089;;5.142
SC;4210704;Matos Costa;2.1;;3.2;;3.7;3.946;;4.08
SC;4210803;Meleiro;2;;2.8;;3.8;3.893;;4.745
SC;4210852;Mirim Doce;;;;;;3.634;;4.417
SC;4210902;Modelo;2.1;;3.2;;4.2;4.696;;4.928
SC;4211009;Mondaí;2.6;;3.4;;4.2;4.649;;5.001
SC;4211058;Monte Carlo;;;;;;3.87;;4.246
SC;4211108;Monte Castelo;2;;2.5;;3.3;3.45;;4.464
SC;4211207;Morro da Fumaça;2.6;;3.2;;4.3;4.232;;4.831
SC;4211256;Morro Grande;;;;;;3.437;;4.185
SC;4211306;Navegantes;2.3;;3.4;;4.8;4.801;;5.542
SC;4211405;Nova Erechim;2.2;;3.3;;4.5;4.649;;5.189
SC;4211454;Nova Itaberaba;;;;;;3.288;;4.132
SC;4211504;Nova Trento;2.5;;3.3;;4.4;4.513;;5.296
SC;4211603;Nova Veneza;2.3;;3.4;;4.6;4.639;;5.601
SC;4211652;Novo Horizonte;;;;;;3.527;;3.965
SC;4211702;Orleans;2.1;;3.4;;4.6;4.671;;5.482
SC;4211751;Otacílio Costa;;;;;4.1;4.33;;5.525
SC;4211801;Ouro;2.6;;3.4;;4.6;4.627;;5.236
SC;4211850;Ouro Verde;;;;;;3.662;;4.589
SC;4211876;Paial;;;;;;3.539;;4.024
SC;4211892;Painel;;;;;;3.387;;4.221
SC;4211900;Palhoça;2.2;;3.7;;5.3;5.328;;6.057
SC;4212007;Palma Sola;1.8;;3.1;;4;3.971;;4.35
SC;4212056;Palmeira;;;;;;3.069;;4.002
